,City,Country,Long,Lat,date,type,value
6931,From Diamond Princess,Australia,139.638,35.4437,2020-01-26,currently ill,0
6932,From Diamond Princess,Australia,139.638,35.4437,2020-01-27,confirmed,0
6933,From Diamond Princess,Australia,139.638,35.4437,2020-01-27,died,0
6934,From Diamond Princess,Australia,139.638,35.4437,2020-01-27,recovered,0
6935,From Diamond Princess,Australia,139.638,35.4437,2020-01-27,currently ill,0
6936,From Diamond Princess,Australia,139.638,35.4437,2020-01-28,confirmed,0
6937,From Diamond Princess,Australia,139.638,35.4437,2020-01-28,died,0
6938,From Diamond Princess,Australia,139.638,35.4437,2020-01-28,recovered,0
6939,From Diamond Princess,Australia,139.638,35.4437,2020-01-28,currently ill,0
6940,From Diamond Princess,Australia,139.638,35.4437,2020-01-29,confirmed,0
6941,From Diamond Princess,Australia,139.638,35.4437,2020-01-29,died,0
6942,From Diamond Princess,Australia,139.638,35.4437,2020-01-29,recovered,0
6943,From Diamond Princess,Australia,139.638,35.4437,2020-01-29,currently ill,0
6944,From Diamond Princess,Australia,139.638,35.4437,2020-01-30,confirmed,0
6945,From Diamond Princess,Australia,139.638,35.4437,2020-01-30,died,0
6946,From Diamond Princess,Australia,139.638,35.4437,2020-01-30,recovered,0
6947,From Diamond Princess,Australia,139.638,35.4437,2020-01-30,currently ill,0
6948,From Diamond Princess,Australia,139.638,35.4437,2020-01-31,confirmed,0
6949,From Diamond Princess,Australia,139.638,35.4437,2020-01-31,died,0
6950,From Diamond Princess,Australia,139.638,35.4437,2020-01-31,recovered,0
6951,From Diamond Princess,Australia,139.638,35.4437,2020-01-31,currently ill,0
6952,From Diamond Princess,Australia,139.638,35.4437,2020-02-01,confirmed,0
6953,From Diamond Princess,Australia,139.638,35.4437,2020-02-01,died,0
6954,From Diamond Princess,Australia,139.638,35.4437,2020-02-01,recovered,0
6955,From Diamond Princess,Australia,139.638,35.4437,2020-02-01,currently ill,0
6956,From Diamond Princess,Australia,139.638,35.4437,2020-02-02,confirmed,0
6957,From Diamond Princess,Australia,139.638,35.4437,2020-02-02,died,0
6958,From Diamond Princess,Australia,139.638,35.4437,2020-02-02,recovered,0
6959,From Diamond Princess,Australia,139.638,35.4437,2020-02-02,currently ill,0
6960,From Diamond Princess,Australia,139.638,35.4437,2020-02-03,confirmed,0
6961,From Diamond Princess,Australia,139.638,35.4437,2020-02-03,died,0
6962,From Diamond Princess,Australia,139.638,35.4437,2020-02-03,recovered,0
6963,From Diamond Princess,Australia,139.638,35.4437,2020-02-03,currently ill,0
6964,From Diamond Princess,Australia,139.638,35.4437,2020-02-04,confirmed,0
6965,From Diamond Princess,Australia,139.638,35.4437,2020-02-04,died,0
6966,From Diamond Princess,Australia,139.638,35.4437,2020-02-04,recovered,0
6967,From Diamond Princess,Australia,139.638,35.4437,2020-02-04,currently ill,0
6968,From Diamond Princess,Australia,139.638,35.4437,2020-02-05,confirmed,0
6969,From Diamond Princess,Australia,139.638,35.4437,2020-02-05,died,0
6970,From Diamond Princess,Australia,139.638,35.4437,2020-02-05,recovered,0
6971,From Diamond Princess,Australia,139.638,35.4437,2020-02-05,currently ill,0
6972,From Diamond Princess,Australia,139.638,35.4437,2020-02-06,confirmed,0
6973,From Diamond Princess,Australia,139.638,35.4437,2020-02-06,died,0
6974,From Diamond Princess,Australia,139.638,35.4437,2020-02-06,recovered,0
6975,From Diamond Princess,Australia,139.638,35.4437,2020-02-06,currently ill,0
6976,From Diamond Princess,Australia,139.638,35.4437,2020-02-07,confirmed,0
6977,From Diamond Princess,Australia,139.638,35.4437,2020-02-07,died,0
6978,From Diamond Princess,Australia,139.638,35.4437,2020-02-07,recovered,0
6979,From Diamond Princess,Australia,139.638,35.4437,2020-02-07,currently ill,0
6980,From Diamond Princess,Australia,139.638,35.4437,2020-02-08,confirmed,0
6981,From Diamond Princess,Australia,139.638,35.4437,2020-02-08,died,0
6982,From Diamond Princess,Australia,139.638,35.4437,2020-02-08,recovered,0
6983,From Diamond Princess,Australia,139.638,35.4437,2020-02-08,currently ill,0
6984,From Diamond Princess,Australia,139.638,35.4437,2020-02-09,confirmed,0
6985,From Diamond Princess,Australia,139.638,35.4437,2020-02-09,died,0
6986,From Diamond Princess,Australia,139.638,35.4437,2020-02-09,recovered,0
6987,From Diamond Princess,Australia,139.638,35.4437,2020-02-09,currently ill,0
6988,From Diamond Princess,Australia,139.638,35.4437,2020-02-10,confirmed,0
6989,From Diamond Princess,Australia,139.638,35.4437,2020-02-10,died,0
6990,From Diamond Princess,Australia,139.638,35.4437,2020-02-10,recovered,0
6991,From Diamond Princess,Australia,139.638,35.4437,2020-02-10,currently ill,0
6992,From Diamond Princess,Australia,139.638,35.4437,2020-02-11,confirmed,0
6993,From Diamond Princess,Australia,139.638,35.4437,2020-02-11,died,0
6994,From Diamond Princess,Australia,139.638,35.4437,2020-02-11,recovered,0
6995,From Diamond Princess,Australia,139.638,35.4437,2020-02-11,currently ill,0
6996,From Diamond Princess,Australia,139.638,35.4437,2020-02-12,confirmed,0
6997,From Diamond Princess,Australia,139.638,35.4437,2020-02-12,died,0
6998,From Diamond Princess,Australia,139.638,35.4437,2020-02-12,recovered,0
6999,From Diamond Princess,Australia,139.638,35.4437,2020-02-12,currently ill,0
7000,From Diamond Princess,Australia,139.638,35.4437,2020-02-13,confirmed,0
7001,From Diamond Princess,Australia,139.638,35.4437,2020-02-13,died,0
7002,From Diamond Princess,Australia,139.638,35.4437,2020-02-13,recovered,0
7003,From Diamond Princess,Australia,139.638,35.4437,2020-02-13,currently ill,0
7004,From Diamond Princess,Australia,139.638,35.4437,2020-02-14,confirmed,0
7005,From Diamond Princess,Australia,139.638,35.4437,2020-02-14,died,0
7006,From Diamond Princess,Australia,139.638,35.4437,2020-02-14,recovered,0
7007,From Diamond Princess,Australia,139.638,35.4437,2020-02-14,currently ill,0
7008,From Diamond Princess,Australia,139.638,35.4437,2020-02-15,confirmed,0
7009,From Diamond Princess,Australia,139.638,35.4437,2020-02-15,died,0
7010,From Diamond Princess,Australia,139.638,35.4437,2020-02-15,recovered,0
7011,From Diamond Princess,Australia,139.638,35.4437,2020-02-15,currently ill,0
7012,From Diamond Princess,Australia,139.638,35.4437,2020-02-16,confirmed,0
7013,From Diamond Princess,Australia,139.638,35.4437,2020-02-16,died,0
7014,From Diamond Princess,Australia,139.638,35.4437,2020-02-16,recovered,0
7015,From Diamond Princess,Australia,139.638,35.4437,2020-02-16,currently ill,0
7016,From Diamond Princess,Australia,139.638,35.4437,2020-02-17,confirmed,0
7017,From Diamond Princess,Australia,139.638,35.4437,2020-02-17,died,0
7018,From Diamond Princess,Australia,139.638,35.4437,2020-02-17,recovered,0
7019,From Diamond Princess,Australia,139.638,35.4437,2020-02-17,currently ill,0
7020,From Diamond Princess,Australia,139.638,35.4437,2020-02-18,confirmed,0
7021,From Diamond Princess,Australia,139.638,35.4437,2020-02-18,died,0
7022,From Diamond Princess,Australia,139.638,35.4437,2020-02-18,recovered,0
7023,From Diamond Princess,Australia,139.638,35.4437,2020-02-18,currently ill,0
7024,From Diamond Princess,Australia,139.638,35.4437,2020-02-19,confirmed,0
7025,From Diamond Princess,Australia,139.638,35.4437,2020-02-19,died,0
7026,From Diamond Princess,Australia,139.638,35.4437,2020-02-19,recovered,0
7027,From Diamond Princess,Australia,139.638,35.4437,2020-02-19,currently ill,0
7028,From Diamond Princess,Australia,139.638,35.4437,2020-02-20,confirmed,0
7029,From Diamond Princess,Australia,139.638,35.4437,2020-02-20,died,0
7030,From Diamond Princess,Australia,139.638,35.4437,2020-02-20,recovered,0
7031,From Diamond Princess,Australia,139.638,35.4437,2020-02-20,currently ill,0
7032,From Diamond Princess,Australia,139.638,35.4437,2020-02-21,confirmed,4
7033,From Diamond Princess,Australia,139.638,35.4437,2020-02-21,died,0
7034,From Diamond Princess,Australia,139.638,35.4437,2020-02-21,recovered,0
7035,From Diamond Princess,Australia,139.638,35.4437,2020-02-21,currently ill,4
7036,From Diamond Princess,Australia,139.638,35.4437,2020-02-22,confirmed,7
7037,From Diamond Princess,Australia,139.638,35.4437,2020-02-22,died,0
7038,From Diamond Princess,Australia,139.638,35.4437,2020-02-22,recovered,0
7039,From Diamond Princess,Australia,139.638,35.4437,2020-02-22,currently ill,7
7040,From Diamond Princess,Australia,139.638,35.4437,2020-02-23,confirmed,7
7041,From Diamond Princess,Australia,139.638,35.4437,2020-02-23,died,0
7042,From Diamond Princess,Australia,139.638,35.4437,2020-02-23,recovered,0
7043,From Diamond Princess,Australia,139.638,35.4437,2020-02-23,currently ill,7
7044,From Diamond Princess,Australia,139.638,35.4437,2020-02-24,confirmed,7
7045,From Diamond Princess,Australia,139.638,35.4437,2020-02-24,died,0
7046,From Diamond Princess,Australia,139.638,35.4437,2020-02-24,recovered,0
7047,From Diamond Princess,Australia,139.638,35.4437,2020-02-24,currently ill,7
7048,From Diamond Princess,Australia,139.638,35.4437,2020-02-25,confirmed,7
7049,From Diamond Princess,Australia,139.638,35.4437,2020-02-25,died,0
7050,From Diamond Princess,Australia,139.638,35.4437,2020-02-25,recovered,0
7051,From Diamond Princess,Australia,139.638,35.4437,2020-02-25,currently ill,7
7052,From Diamond Princess,Australia,139.638,35.4437,2020-02-26,confirmed,7
7053,From Diamond Princess,Australia,139.638,35.4437,2020-02-26,died,0
7054,From Diamond Princess,Australia,139.638,35.4437,2020-02-26,recovered,0
7055,From Diamond Princess,Australia,139.638,35.4437,2020-02-26,currently ill,7
7056,From Diamond Princess,Australia,139.638,35.4437,2020-02-27,confirmed,8
7057,From Diamond Princess,Australia,139.638,35.4437,2020-02-27,died,0
7058,From Diamond Princess,Australia,139.638,35.4437,2020-02-27,recovered,0
7059,From Diamond Princess,Australia,139.638,35.4437,2020-02-27,currently ill,8
7060,From Diamond Princess,Australia,139.638,35.4437,2020-02-28,confirmed,8
7061,From Diamond Princess,Australia,139.638,35.4437,2020-02-28,died,0
7062,From Diamond Princess,Australia,139.638,35.4437,2020-02-28,recovered,0
7063,From Diamond Princess,Australia,139.638,35.4437,2020-02-28,currently ill,8
7064,From Diamond Princess,Australia,139.638,35.4437,2020-02-29,confirmed,0
7065,From Diamond Princess,Australia,139.638,35.4437,2020-02-29,died,0
7066,From Diamond Princess,Australia,139.638,35.4437,2020-02-29,recovered,0
7067,From Diamond Princess,Australia,139.638,35.4437,2020-02-29,currently ill,0
7068,From Diamond Princess,Australia,139.638,35.4437,2020-03-01,confirmed,0
7069,From Diamond Princess,Australia,139.638,35.4437,2020-03-01,died,0
7070,From Diamond Princess,Australia,139.638,35.4437,2020-03-01,recovered,0
7071,From Diamond Princess,Australia,139.638,35.4437,2020-03-01,currently ill,0
7072,From Diamond Princess,Australia,139.638,35.4437,2020-03-02,confirmed,0
7073,From Diamond Princess,Australia,139.638,35.4437,2020-03-02,died,0
7074,From Diamond Princess,Australia,139.638,35.4437,2020-03-02,recovered,0
7075,From Diamond Princess,Australia,139.638,35.4437,2020-03-02,currently ill,0
7076,From Diamond Princess,Australia,139.638,35.4437,2020-03-03,confirmed,0
7077,From Diamond Princess,Australia,139.638,35.4437,2020-03-03,died,0
7078,From Diamond Princess,Australia,139.638,35.4437,2020-03-03,recovered,0
7079,From Diamond Princess,Australia,139.638,35.4437,2020-03-03,currently ill,0
7080,From Diamond Princess,Australia,139.638,35.4437,2020-03-04,confirmed,0
7081,From Diamond Princess,Australia,139.638,35.4437,2020-03-04,died,0
7082,From Diamond Princess,Australia,139.638,35.4437,2020-03-04,recovered,0
7083,From Diamond Princess,Australia,139.638,35.4437,2020-03-04,currently ill,0
7084,From Diamond Princess,Australia,139.638,35.4437,2020-03-05,confirmed,0
7085,From Diamond Princess,Australia,139.638,35.4437,2020-03-05,died,0
7086,From Diamond Princess,Australia,139.638,35.4437,2020-03-05,recovered,0
7087,From Diamond Princess,Australia,139.638,35.4437,2020-03-05,currently ill,0
7088,From Diamond Princess,Australia,139.638,35.4437,2020-03-06,confirmed,0
7089,From Diamond Princess,Australia,139.638,35.4437,2020-03-06,died,0
7090,From Diamond Princess,Australia,139.638,35.4437,2020-03-06,recovered,0
7091,From Diamond Princess,Australia,139.638,35.4437,2020-03-06,currently ill,0
7092,From Diamond Princess,Australia,139.638,35.4437,2020-03-07,confirmed,0
7093,From Diamond Princess,Australia,139.638,35.4437,2020-03-07,died,0
7094,From Diamond Princess,Australia,139.638,35.4437,2020-03-07,recovered,0
7095,From Diamond Princess,Australia,139.638,35.4437,2020-03-07,currently ill,0
7096,From Diamond Princess,Australia,139.638,35.4437,2020-03-08,confirmed,0
7097,From Diamond Princess,Australia,139.638,35.4437,2020-03-08,died,0
7098,From Diamond Princess,Australia,139.638,35.4437,2020-03-08,recovered,0
7099,From Diamond Princess,Australia,139.638,35.4437,2020-03-08,currently ill,0
7100,From Diamond Princess,Australia,139.638,35.4437,2020-03-09,confirmed,0
7101,From Diamond Princess,Australia,139.638,35.4437,2020-03-09,died,0
7102,From Diamond Princess,Australia,139.638,35.4437,2020-03-09,recovered,0
7103,From Diamond Princess,Australia,139.638,35.4437,2020-03-09,currently ill,0
7104,Fujian,Mainland China,117.9874,26.0789,2020-01-22,confirmed,1
7105,Fujian,Mainland China,117.9874,26.0789,2020-01-22,died,0
7106,Fujian,Mainland China,117.9874,26.0789,2020-01-22,recovered,0
7107,Fujian,Mainland China,117.9874,26.0789,2020-01-22,currently ill,1
7108,Fujian,Mainland China,117.9874,26.0789,2020-01-23,confirmed,5
7109,Fujian,Mainland China,117.9874,26.0789,2020-01-23,died,0
7110,Fujian,Mainland China,117.9874,26.0789,2020-01-23,recovered,0
7111,Fujian,Mainland China,117.9874,26.0789,2020-01-23,currently ill,5
7112,Fujian,Mainland China,117.9874,26.0789,2020-01-24,confirmed,10
7113,Fujian,Mainland China,117.9874,26.0789,2020-01-24,died,0
7114,Fujian,Mainland China,117.9874,26.0789,2020-01-24,recovered,0
7115,Fujian,Mainland China,117.9874,26.0789,2020-01-24,currently ill,10
7116,Fujian,Mainland China,117.9874,26.0789,2020-01-25,confirmed,18
7117,Fujian,Mainland China,117.9874,26.0789,2020-01-25,died,0
7118,Fujian,Mainland China,117.9874,26.0789,2020-01-25,recovered,0
7119,Fujian,Mainland China,117.9874,26.0789,2020-01-25,currently ill,18
7120,Fujian,Mainland China,117.9874,26.0789,2020-01-26,confirmed,35
7121,Fujian,Mainland China,117.9874,26.0789,2020-01-26,died,0
7122,Fujian,Mainland China,117.9874,26.0789,2020-01-26,recovered,0
7123,Fujian,Mainland China,117.9874,26.0789,2020-01-26,currently ill,35
7124,Fujian,Mainland China,117.9874,26.0789,2020-01-27,confirmed,59
7125,Fujian,Mainland China,117.9874,26.0789,2020-01-27,died,0
7126,Fujian,Mainland China,117.9874,26.0789,2020-01-27,recovered,0
7127,Fujian,Mainland China,117.9874,26.0789,2020-01-27,currently ill,59
7128,Fujian,Mainland China,117.9874,26.0789,2020-01-28,confirmed,80
7129,Fujian,Mainland China,117.9874,26.0789,2020-01-28,died,0
7130,Fujian,Mainland China,117.9874,26.0789,2020-01-28,recovered,0
7131,Fujian,Mainland China,117.9874,26.0789,2020-01-28,currently ill,80
7132,Fujian,Mainland China,117.9874,26.0789,2020-01-29,confirmed,84
7133,Fujian,Mainland China,117.9874,26.0789,2020-01-29,died,0
7134,Fujian,Mainland China,117.9874,26.0789,2020-01-29,recovered,0
7135,Fujian,Mainland China,117.9874,26.0789,2020-01-29,currently ill,84
7136,Fujian,Mainland China,117.9874,26.0789,2020-01-30,confirmed,101
7137,Fujian,Mainland China,117.9874,26.0789,2020-01-30,died,0
7138,Fujian,Mainland China,117.9874,26.0789,2020-01-30,recovered,0
7139,Fujian,Mainland China,117.9874,26.0789,2020-01-30,currently ill,101
7140,Fujian,Mainland China,117.9874,26.0789,2020-01-31,confirmed,120
7141,Fujian,Mainland China,117.9874,26.0789,2020-01-31,died,0
7142,Fujian,Mainland China,117.9874,26.0789,2020-01-31,recovered,0
7143,Fujian,Mainland China,117.9874,26.0789,2020-01-31,currently ill,120
7144,Fujian,Mainland China,117.9874,26.0789,2020-02-01,confirmed,144
7145,Fujian,Mainland China,117.9874,26.0789,2020-02-01,died,0
7146,Fujian,Mainland China,117.9874,26.0789,2020-02-01,recovered,0
7147,Fujian,Mainland China,117.9874,26.0789,2020-02-01,currently ill,144
7148,Fujian,Mainland China,117.9874,26.0789,2020-02-02,confirmed,159
7149,Fujian,Mainland China,117.9874,26.0789,2020-02-02,died,0
7150,Fujian,Mainland China,117.9874,26.0789,2020-02-02,recovered,0
7151,Fujian,Mainland China,117.9874,26.0789,2020-02-02,currently ill,159
7152,Fujian,Mainland China,117.9874,26.0789,2020-02-03,confirmed,179
7153,Fujian,Mainland China,117.9874,26.0789,2020-02-03,died,0
7154,Fujian,Mainland China,117.9874,26.0789,2020-02-03,recovered,1
7155,Fujian,Mainland China,117.9874,26.0789,2020-02-03,currently ill,178
7156,Fujian,Mainland China,117.9874,26.0789,2020-02-04,confirmed,194
7157,Fujian,Mainland China,117.9874,26.0789,2020-02-04,died,0
7158,Fujian,Mainland China,117.9874,26.0789,2020-02-04,recovered,3
7159,Fujian,Mainland China,117.9874,26.0789,2020-02-04,currently ill,191
7160,Fujian,Mainland China,117.9874,26.0789,2020-02-05,confirmed,205
7161,Fujian,Mainland China,117.9874,26.0789,2020-02-05,died,0
7162,Fujian,Mainland China,117.9874,26.0789,2020-02-05,recovered,11
7163,Fujian,Mainland China,117.9874,26.0789,2020-02-05,currently ill,194
7164,Fujian,Mainland China,117.9874,26.0789,2020-02-06,confirmed,215
7165,Fujian,Mainland China,117.9874,26.0789,2020-02-06,died,0
7166,Fujian,Mainland China,117.9874,26.0789,2020-02-06,recovered,14
7167,Fujian,Mainland China,117.9874,26.0789,2020-02-06,currently ill,201
7168,Fujian,Mainland China,117.9874,26.0789,2020-02-07,confirmed,224
7169,Fujian,Mainland China,117.9874,26.0789,2020-02-07,died,0
7170,Fujian,Mainland China,117.9874,26.0789,2020-02-07,recovered,20
7171,Fujian,Mainland China,117.9874,26.0789,2020-02-07,currently ill,204
7172,Fujian,Mainland China,117.9874,26.0789,2020-02-08,confirmed,239
7173,Fujian,Mainland China,117.9874,26.0789,2020-02-08,died,0
7174,Fujian,Mainland China,117.9874,26.0789,2020-02-08,recovered,24
7175,Fujian,Mainland China,117.9874,26.0789,2020-02-08,currently ill,215
7176,Fujian,Mainland China,117.9874,26.0789,2020-02-09,confirmed,250
7177,Fujian,Mainland China,117.9874,26.0789,2020-02-09,died,0
7178,Fujian,Mainland China,117.9874,26.0789,2020-02-09,recovered,35
7179,Fujian,Mainland China,117.9874,26.0789,2020-02-09,currently ill,215
7180,Fujian,Mainland China,117.9874,26.0789,2020-02-10,confirmed,261
7181,Fujian,Mainland China,117.9874,26.0789,2020-02-10,died,0
7182,Fujian,Mainland China,117.9874,26.0789,2020-02-10,recovered,39
7183,Fujian,Mainland China,117.9874,26.0789,2020-02-10,currently ill,222
7184,Fujian,Mainland China,117.9874,26.0789,2020-02-11,confirmed,267
7185,Fujian,Mainland China,117.9874,26.0789,2020-02-11,died,0
7186,Fujian,Mainland China,117.9874,26.0789,2020-02-11,recovered,45
7187,Fujian,Mainland China,117.9874,26.0789,2020-02-11,currently ill,222
7188,Fujian,Mainland China,117.9874,26.0789,2020-02-12,confirmed,272
7189,Fujian,Mainland China,117.9874,26.0789,2020-02-12,died,0
7190,Fujian,Mainland China,117.9874,26.0789,2020-02-12,recovered,53
7191,Fujian,Mainland China,117.9874,26.0789,2020-02-12,currently ill,219
7192,Fujian,Mainland China,117.9874,26.0789,2020-02-13,confirmed,279
7193,Fujian,Mainland China,117.9874,26.0789,2020-02-13,died,0
7194,Fujian,Mainland China,117.9874,26.0789,2020-02-13,recovered,57
7195,Fujian,Mainland China,117.9874,26.0789,2020-02-13,currently ill,222
7196,Fujian,Mainland China,117.9874,26.0789,2020-02-14,confirmed,281
7197,Fujian,Mainland China,117.9874,26.0789,2020-02-14,died,0
7198,Fujian,Mainland China,117.9874,26.0789,2020-02-14,recovered,63
7199,Fujian,Mainland China,117.9874,26.0789,2020-02-14,currently ill,218
7200,Fujian,Mainland China,117.9874,26.0789,2020-02-15,confirmed,285
7201,Fujian,Mainland China,117.9874,26.0789,2020-02-15,died,0
7202,Fujian,Mainland China,117.9874,26.0789,2020-02-15,recovered,71
7203,Fujian,Mainland China,117.9874,26.0789,2020-02-15,currently ill,214
7204,Fujian,Mainland China,117.9874,26.0789,2020-02-16,confirmed,287
7205,Fujian,Mainland China,117.9874,26.0789,2020-02-16,died,0
7206,Fujian,Mainland China,117.9874,26.0789,2020-02-16,recovered,82
7207,Fujian,Mainland China,117.9874,26.0789,2020-02-16,currently ill,205
7208,Fujian,Mainland China,117.9874,26.0789,2020-02-17,confirmed,290
7209,Fujian,Mainland China,117.9874,26.0789,2020-02-17,died,0
7210,Fujian,Mainland China,117.9874,26.0789,2020-02-17,recovered,90
7211,Fujian,Mainland China,117.9874,26.0789,2020-02-17,currently ill,200
7212,Fujian,Mainland China,117.9874,26.0789,2020-02-18,confirmed,292
7213,Fujian,Mainland China,117.9874,26.0789,2020-02-18,died,0
7214,Fujian,Mainland China,117.9874,26.0789,2020-02-18,recovered,93
7215,Fujian,Mainland China,117.9874,26.0789,2020-02-18,currently ill,199
7216,Fujian,Mainland China,117.9874,26.0789,2020-02-19,confirmed,293
7217,Fujian,Mainland China,117.9874,26.0789,2020-02-19,died,0
7218,Fujian,Mainland China,117.9874,26.0789,2020-02-19,recovered,112
7219,Fujian,Mainland China,117.9874,26.0789,2020-02-19,currently ill,181
7220,Fujian,Mainland China,117.9874,26.0789,2020-02-20,confirmed,293
7221,Fujian,Mainland China,117.9874,26.0789,2020-02-20,died,1
7222,Fujian,Mainland China,117.9874,26.0789,2020-02-20,recovered,126
7223,Fujian,Mainland China,117.9874,26.0789,2020-02-20,currently ill,166
7224,Fujian,Mainland China,117.9874,26.0789,2020-02-21,confirmed,293
7225,Fujian,Mainland China,117.9874,26.0789,2020-02-21,died,1
7226,Fujian,Mainland China,117.9874,26.0789,2020-02-21,recovered,149
7227,Fujian,Mainland China,117.9874,26.0789,2020-02-21,currently ill,143
7228,Fujian,Mainland China,117.9874,26.0789,2020-02-22,confirmed,293
7229,Fujian,Mainland China,117.9874,26.0789,2020-02-22,died,1
7230,Fujian,Mainland China,117.9874,26.0789,2020-02-22,recovered,162
7231,Fujian,Mainland China,117.9874,26.0789,2020-02-22,currently ill,130
7232,Fujian,Mainland China,117.9874,26.0789,2020-02-23,confirmed,293
7233,Fujian,Mainland China,117.9874,26.0789,2020-02-23,died,1
7234,Fujian,Mainland China,117.9874,26.0789,2020-02-23,recovered,170
7235,Fujian,Mainland China,117.9874,26.0789,2020-02-23,currently ill,122
7236,Fujian,Mainland China,117.9874,26.0789,2020-02-24,confirmed,293
7237,Fujian,Mainland China,117.9874,26.0789,2020-02-24,died,1
7238,Fujian,Mainland China,117.9874,26.0789,2020-02-24,recovered,183
7239,Fujian,Mainland China,117.9874,26.0789,2020-02-24,currently ill,109
7240,Fujian,Mainland China,117.9874,26.0789,2020-02-25,confirmed,294
7241,Fujian,Mainland China,117.9874,26.0789,2020-02-25,died,1
7242,Fujian,Mainland China,117.9874,26.0789,2020-02-25,recovered,199
7243,Fujian,Mainland China,117.9874,26.0789,2020-02-25,currently ill,94
7244,Fujian,Mainland China,117.9874,26.0789,2020-02-26,confirmed,294
7245,Fujian,Mainland China,117.9874,26.0789,2020-02-26,died,1
7246,Fujian,Mainland China,117.9874,26.0789,2020-02-26,recovered,218
7247,Fujian,Mainland China,117.9874,26.0789,2020-02-26,currently ill,75
7248,Fujian,Mainland China,117.9874,26.0789,2020-02-27,confirmed,296
7249,Fujian,Mainland China,117.9874,26.0789,2020-02-27,died,1
7250,Fujian,Mainland China,117.9874,26.0789,2020-02-27,recovered,228
7251,Fujian,Mainland China,117.9874,26.0789,2020-02-27,currently ill,67
7252,Fujian,Mainland China,117.9874,26.0789,2020-02-28,confirmed,296
7253,Fujian,Mainland China,117.9874,26.0789,2020-02-28,died,1
7254,Fujian,Mainland China,117.9874,26.0789,2020-02-28,recovered,235
7255,Fujian,Mainland China,117.9874,26.0789,2020-02-28,currently ill,60
7256,Fujian,Mainland China,117.9874,26.0789,2020-02-29,confirmed,296
7257,Fujian,Mainland China,117.9874,26.0789,2020-02-29,died,1
7258,Fujian,Mainland China,117.9874,26.0789,2020-02-29,recovered,243
7259,Fujian,Mainland China,117.9874,26.0789,2020-02-29,currently ill,52
7260,Fujian,Mainland China,117.9874,26.0789,2020-03-01,confirmed,296
7261,Fujian,Mainland China,117.9874,26.0789,2020-03-01,died,1
7262,Fujian,Mainland China,117.9874,26.0789,2020-03-01,recovered,247
7263,Fujian,Mainland China,117.9874,26.0789,2020-03-01,currently ill,48
7264,Fujian,Mainland China,117.9874,26.0789,2020-03-02,confirmed,296
7265,Fujian,Mainland China,117.9874,26.0789,2020-03-02,died,1
7266,Fujian,Mainland China,117.9874,26.0789,2020-03-02,recovered,255
7267,Fujian,Mainland China,117.9874,26.0789,2020-03-02,currently ill,40
7268,Fujian,Mainland China,117.9874,26.0789,2020-03-03,confirmed,296
7269,Fujian,Mainland China,117.9874,26.0789,2020-03-03,died,1
7270,Fujian,Mainland China,117.9874,26.0789,2020-03-03,recovered,260
7271,Fujian,Mainland China,117.9874,26.0789,2020-03-03,currently ill,35
7272,Fujian,Mainland China,117.9874,26.0789,2020-03-04,confirmed,296
7273,Fujian,Mainland China,117.9874,26.0789,2020-03-04,died,1
7274,Fujian,Mainland China,117.9874,26.0789,2020-03-04,recovered,270
7275,Fujian,Mainland China,117.9874,26.0789,2020-03-04,currently ill,25
7276,Fujian,Mainland China,117.9874,26.0789,2020-03-05,confirmed,296
7277,Fujian,Mainland China,117.9874,26.0789,2020-03-05,died,1
7278,Fujian,Mainland China,117.9874,26.0789,2020-03-05,recovered,277
7279,Fujian,Mainland China,117.9874,26.0789,2020-03-05,currently ill,18
7280,Fujian,Mainland China,117.9874,26.0789,2020-03-06,confirmed,296
7281,Fujian,Mainland China,117.9874,26.0789,2020-03-06,died,1
7282,Fujian,Mainland China,117.9874,26.0789,2020-03-06,recovered,284
7283,Fujian,Mainland China,117.9874,26.0789,2020-03-06,currently ill,11
7284,Fujian,Mainland China,117.9874,26.0789,2020-03-07,confirmed,296
7285,Fujian,Mainland China,117.9874,26.0789,2020-03-07,died,1
7286,Fujian,Mainland China,117.9874,26.0789,2020-03-07,recovered,295
7287,Fujian,Mainland China,117.9874,26.0789,2020-03-07,currently ill,0
7288,Fujian,Mainland China,117.9874,26.0789,2020-03-08,confirmed,296
7289,Fujian,Mainland China,117.9874,26.0789,2020-03-08,died,1
7290,Fujian,Mainland China,117.9874,26.0789,2020-03-08,recovered,295
7291,Fujian,Mainland China,117.9874,26.0789,2020-03-08,currently ill,0
7292,Fujian,Mainland China,117.9874,26.0789,2020-03-09,confirmed,296
7293,Fujian,Mainland China,117.9874,26.0789,2020-03-09,died,1
7294,Fujian,Mainland China,117.9874,26.0789,2020-03-09,recovered,295
7295,Fujian,Mainland China,117.9874,26.0789,2020-03-09,currently ill,0
7296,"Fulton County, GA",US,-84.3963,33.8034,2020-01-22,confirmed,0
7297,"Fulton County, GA",US,-84.3963,33.8034,2020-01-22,died,0
7298,"Fulton County, GA",US,-84.3963,33.8034,2020-01-22,recovered,0
7299,"Fulton County, GA",US,-84.3963,33.8034,2020-01-22,currently ill,0
7300,"Fulton County, GA",US,-84.3963,33.8034,2020-01-23,confirmed,0
7301,"Fulton County, GA",US,-84.3963,33.8034,2020-01-23,died,0
7302,"Fulton County, GA",US,-84.3963,33.8034,2020-01-23,recovered,0
